;Africa Eme.;Africa Front.;Asia Des.;Asia Eme.;Asia Front.;Chile;Europa Des.;Europa Eme.;Europa Front.;Latam Eme.;Latam Front.;M. Oriente Eme.;M. Oriente Front.;N/A;Norteamerica;OceanÃ­a;apac_(ex_japan)_fi;australia_&_new_zealand;azerbaijan;cash/equiv;cash_&_forwards;emerging_market_fi;europe_eq;europe_fi;faroe_islands;honduras;mexice;middle_east_&_africa;north_america_fi;otros;peopleã¢â¬â¢s_republic_of_china;technology;tãâ¼rkiye;uzbekistan;world
DBEU.K;0,0;0,0;0,0;0,0;0,0;0,0;88,35999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,04;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,6;0,0;0,0;0,0;0,0;0,0
DBEZ.K;0,0;0,0;0,0;0,0;0,0;0,0;95,43;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,99;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,58;0,0;0,0;0,0;0,0;0,0
DBJP.K;0,0;0,0;94,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,97;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,76;0,0;0,0;0,0;0,0;0,0
DBO;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;61,47;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,53;0,0;0,0;0,0;0,0;0,0
DEAM.L;0,0;0,0;0,0;0,0;0,0;0,0;99,91000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,09;0,0;0,0;0,0;0,0;0,0
DEEP.K;0,0;0,0;6,35;0,93;0,0;0,0;3,28;2,04;0,0;1,42;0,0;0,0;0,0;0,0;85,86000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,12;0,0;0,0;0,0;0,0;0,0
DFE;0,0;0,0;0,0;0,0;0,0;0,0;88,47;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,53;0,0;0,0;0,0;0,0;0,0
DFJ;0,0;0,0;98,86;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,13;0,0;0,0;0,0;0,0;0,0
DGIT.L;0,0;0,0;7,029999999999999;0,0;0,0;0,0;9,07;0,0;0,0;0,0;2,02;0,0;0,0;0,0;75,42999999999999;2,12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,33;0,0;0,0;0,0;0,0;0,0
DGRW.O;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;99,92;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,08;0,0;0,0;0,0;0,0;0,0
DIA;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
DJCOMEX.DE;0,0;0,0;0,0;0,0;0,0;0,0;2,56;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;97,44;0,0;0,0;0,0;0,0;0,0
DJMC.L;0,0;0,0;0,0;0,0;0,0;0,0;97,05999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,94;0,0;0,0;0,0;0,0;0,0
DOG;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;57,37;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;42,63;0,0;0,0;0,0;0,0;0,0
DRDR.L;0,0;0,0;8,24;0,0;0,0;0,0;20,729999999999997;0,0;0,0;0,0;0,0;0,0;0,0;0,0;64,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,33;0,0;0,0;0,0;0,0;0,0
DRIV.O;0,0;0,0;16,39;11,600000000000001;0,0;0,0;11,53;0,0;0,0;0,0;0,0;0,0;0,0;0,0;52,4;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,08;0,0;0,0;0,0;0,0;0,0
DVY.O;0,0;0,0;2,4;0,0;0,0;0,0;2,56;0,0;0,0;0,0;0,0;0,0;0,0;0,0;94,59;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,45;0,0;0,0;0,0;0,0;0,0
DXJ;0,0;0,0;94,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,04;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,06;0,0;0,0;0,0;0,0;0,0
DXJZ.L;0,0;0,0;97,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,04;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,71;0,0;0,0;0,0;0,0;0,0
ECAR.L;0,0;0,0;15,569999999999999;25,86;0,0;0,0;19,71;0,0;0,0;0,0;0,0;0,0;0,0;0,0;37,89;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,97;0,0;0,0;0,0;0,0;0,0
ECH;0,0;0,0;0,0;0,0;0,0;99,97;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
EDC;0,28;0,0;1,51;5,45;0,0;0,0;0,0;0,0;0,0;0,5800000000000001;0,0;0,31;0,0;0,0;65,54;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,33;0,0;0,0;0,0;0,0;0,0
EDEN.K;0,0;0,0;0,0;0,0;0,0;0,0;99,98;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
EDM6.DE;0,0;0,0;0,0;0,0;0,0;0,0;91,57000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,43;0,0;0,0;0,0;0,0;0,0
EDMJ.DE;0,0;0,0;99,99;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
EDMU.DE;0,0;0,0;0,03;0,0;0,0;0,0;1,97;0,0;0,0;0,0;0,43;0,0;0,0;0,0;97,45;0,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,09;0,0;0,0;0,0;0,0;0,0
EEM;2,94;0,0;17,66;59,43000000000001;0,0;0,0;0,0;0,0;0,0;5,98;0,0;3,19;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,8;0,0;0,0;0,0;0,0;0,0
EEMA.O;0,0;0,0;22,0;75,99;0,0;0,0;1,16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,85;0,0;0,0;0,0;0,0;0,0
EEMS.K;3,85;0,0;16,119999999999997;57,89;0,0;0,0;0,0;0,0;0,0;3,44;0,0;3,61;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,09;0,0;0,0;0,0;0,0;0,0
EEMV.K;0,0;0,0;6,62;68,67;0,0;0,0;0,0;0,0;0,0;2,99;0,0;8,54;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,18;0,0;0,0;0,0;0,0;0,0
EES;0,0;0,0;0,06;0,0;0,0;0,0;2,16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;97,72999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0
EFA;0,0;0,0;22,87;0,0;0,0;0,0;58,86;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,77;0,0;0,0;0,0;0,0;0,0
EFG;0,0;0,0;23,46;0,0;0,0;0,0;59,230000000000004;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,94;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,37;0,0;0,0;0,0;0,0;0,0
EFV;0,0;0,0;22,3;0,0;0,0;0,0;59,56;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,09;0,0;0,0;0,0;0,0;0,0
EGUSAS.S;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,64;0,0;0,0;0,0;92,31;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,05;0,0;0,0;0,0;0,0;0,0
EIDO.K;0,0;0,0;0,0;99,97;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
EIMI.L;3,09;0,0;17,400000000000002;58,56999999999999;0,0;0,0;0,0;0,0;0,0;5,800000000000001;0,0;3,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,91;0,0;0,0;0,0;0,0;0,0
EMCA.L;0,0;0,0;4,3369;9,4255;0,0;0,0;20,9756;0,0;0,0;8,5922;0,0;0,0;0,0;0,0;16,6999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;39,9699;0,0;0,0;0,0;0,0;0,0
EMDD.L;6,84;0,0;9,99;18,43;0,0;0,0;0,0;15,03;0,0;26,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,49;0,0;0,0;0,0;0,0;0,0
EMLP.K;0,0;0,0;0,0;0,0;0,0;0,0;0,6096;0,0;0,0;0,0;0,0;0,0;0,0;0,0;99,3904;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
EMMUSA.S;2,93;0,0;17,65;59,14;0,0;0,0;0,0;0,0;0,0;5,92;0,0;3,21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,15;0,0;0,0;0,0;0,0;0,0
EMMUSC.S;2,93;0,0;17,65;59,14;0,0;0,0;0,0;0,0;0,0;5,92;0,0;3,21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,15;0,0;0,0;0,0;0,0;0,0
EMQQ.K;3,81;0,0;23,54;44,85;0,0;0,0;6,72;0,0;0,0;5,71;5,18;0,0;0,0;0,0;3,74;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,45;0,0;0,0;0,0;0,0;0,0
EMUM.S;0,0;0,0;0,0;0,0;0,0;0,0;96,97000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,03;0,0;0,0;0,0;0,0;0,0
EMUU.L;0,0;0,0;0,0;0,0;0,0;0,0;98,04;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,96;0,0;0,0;0,0;0,0;0,0
EMXC.N;4,12;0,0;18,07;55,22;0,0;0,0;0,0;0,0;0,0;8,4;0,0;4,46;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,73;0,0;0,0;0,0;0,0;0,0
EMXC.O;4,12;0,0;18,07;55,22;0,0;0,0;0,0;0,0;0,0;8,4;0,0;4,46;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,73;0,0;0,0;0,0;0,0;0,0
EPHE.K;0,0;0,0;0,0;99,93;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,0;0,0
EPP;0,0;0,0;34,8052;0,3297;0,2997;0,0;0,5794;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3397;63,6463;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
EPU;0,0;0,0;0,0;0,0;0,0;7,04;5,140000000000001;0,0;0,0;43,8;0,0;0,0;0,0;0,0;40,370000000000005;3,64;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,0;0,0
EQAC.S;0,0;0,0;0,0;0,0;0,0;0,0;2,8169;0,0;0,0;0,0;0,6193;0,0;0,0;0,0;96,424;0,1398;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
EQQQ.L;0,0;0,0;0,0;0,0;0,0;0,0;2,8169;0,0;0,0;0,0;0,6193;0,0;0,0;0,0;96,424;0,1398;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ERNA.L;0,0;0,0;5,25;0,0;0,0;0,0;9,850000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;78,3;4,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,37;0,0;0,0;0,0;0,0;0,0
ERND.L;0,0;0,0;5,25;0,0;0,0;0,0;9,850000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;78,3;4,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,37;0,0;0,0;0,0;0,0;0,0
ERO.PA;0,0;0,0;0,0;0,0;0,0;0,0;94,66;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,34;0,0;0,0;0,0;0,0;0,0
ESI1.DE;0,0;0,0;0,0;0,0;0,0;0,0;99,50000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0
ESIS.DE;0,0;0,0;0,0;0,0;0,0;0,0;98,39;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,61;0,0;0,0;0,0;0,0;0,0
ESP0.DE;0,0;0,0;40,12;22,44;0,0;0,0;1,15;3,26;0,0;0,0;0,0;0,0;0,0;0,0;28,22;4,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,11;0,0;0,0;0,0;0,0;0,0
ESPO.O;0,0;0,0;37,99;22,689999999999998;0,0;0,0;1,92;3,3;0,0;0,0;0,0;0,0;0,0;0,0;28,9;4,92;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,28;0,0;0,0;0,0;0,0;0,0
ETFGDAXP.DE;0,0;0,0;0,0;0,0;0,0;0,0;99,98;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,02;0,0;0,0;0,0;0,0;0,0
ETHA.O;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;0,0;0,0
EUFN.O;0,0;0,0;0,0;0,0;0,0;0,0;94,75;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,25;0,0;0,0;0,0;0,0;0,0
EUO;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,68;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;89,32;0,0;0,0;0,0;0,0;0,0
EWA;0,0;0,0;0,0;0,0;0,0;0,0;0,92;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,02;98,91000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,15;0,0;0,0;0,0;0,0;0,0
EWC;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
EWD;0,0;0,0;0,0;0,0;0,0;0,0;99,46;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,52;0,0;0,0;0,0;0,0;0,0
EWG;0,0;0,0;0,0;0,0;0,0;0,0;99,77000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0
EWH;0,0;0,0;96,37;0,0;1,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,9000000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,03;0,0;0,0;0,0;0,0;0,0
EWI;0,0;0,0;0,0;0,0;0,0;0,0;99,78;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,19;0,0;0,0;0,0;0,0;0,0
EWJ;0,0;0,0;99,98;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
EWL;0,0;0,0;0,0;0,0;0,0;0,0;96,57;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,54;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,89;0,0;0,0;0,0;0,0;0,0
EWM;0,0;0,0;0,0;99,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,07;0,0;0,0;0,0;0,0;0,0
EWN;0,0;0,0;0,0;0,0;0,0;0,0;99,27000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,23;0,0;0,0;0,0;0,0;0,0
EWP;0,0;0,0;0,0;0,0;0,0;0,0;99,51;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,47;0,0;0,0;0,0;0,0;0,0
EWQ;0,0;0,0;0,0;0,0;0,0;0,0;99,61;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,37;0,0;0,0;0,0;0,0;0,0
EWS;0,0;0,0;94,9677;5,0124;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0199;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
EWSP.L;0,0;0,0;0,27;0,0;0,0;0,0;3,71;0,0;0,0;0,0;0,0;0,0;0,0;0,0;95,97;0,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,04;0,0;0,0;0,0;0,0;0,0
EWT;0,0;0,0;0,0;99,122;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,878;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
EWU;0,0;0,0;0,0;0,0;0,0;0,0;99,76;0,0;0,0;0,22;0,0;0,0;0,0;0,0;0,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
EWW;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;99,74;0,0;0,0;0,0;0,0;0,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,24;0,0;0,0;0,0;0,0;0,0
EWX;3,42;0,0;0,0;78,00999999999999;0,0;0,0;0,0;0,0;0,0;3,4;0,0;4,36;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,81;0,0;0,0;0,0;0,0;0,0
EWY;0,0;0,0;99,43;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,57;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
EWZ;0,0;0,0;0,0;0,0;0,0;0,0;1,25;0,0;0,0;96,77;0,0;0,0;0,0;0,0;1,8599999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,12;0,0;0,0;0,0;0,0;0,0
EWZS.O;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;86,38;0,0;0,0;0,0;0,0;13,61;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,0;0,0
EXCH.AS;4,12;0,0;18,11;55,21000000000001;0,0;0,0;0,0;0,0;0,0;8,33;0,0;4,46;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,77;0,0;0,0;0,0;0,0;0,0
EXUS.L;0,0;0,0;20,06;0,0;0,0;0,0;49,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,58;5,76;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,47;0,0;0,0;0,0;0,0;0,0
EZA;87,2925;0,0;0,0;0,0;0,0;0,0;3,2094;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,4981;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
EZU;0,0;0,0;0,0;0,0;0,0;0,0;98,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5;0,0;0,0;0,0;0,0;0,0
FAS;0,0;0,0;0,0;0,0;0,0;0,0;2,1100000000000003;0,0;0,0;0,0;0,0;0,0;0,0;0,0;92,47999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,41;0,0;0,0;0,0;0,0;0,0
FDN;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,9208;1,0792;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
FDNI.O;4,66;0,0;19,39;28,01;0,0;0,0;27,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,31;0,0;0,0;0,0;0,0;0,0
FEP.O;0,0;0,0;0,0;0,0;0,0;0,0;87,33999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,66;0,0;0,0;0,0;0,0;0,0
